# NASA Exoplanet Archive PSCompPars snapshot (shipped with the release)
# fetched: 2026-08-09T19:15:07Z
# endpoint: https://exoplanetarchive.ipac.caltech.edu/TAP/sync
# query: select pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur from pscomppars where tran_flag=1 and st_teff is not null and st_rad is not null and pl_radj is not null and pl_orbsmax is not null order by pl_name
# rows: 4355
pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur
HATS-31 b,,6050.00,4.000000,0.0000,[Fe/H],1.870000,11.5720000,1.64000000,0.88000000,Mass,0.0478000000,4.5936000
HATS-32 b,,5700.00,4.396000,0.3900,[Fe/H],1.097000,12.6990000,1.24900000,0.92000000,Mass,0.0402400000,2.8536000
HATS-33 b,,5659.00,4.445000,0.2900,[Fe/H],1.022000,10.2870000,1.23000000,1.19200000,Mass,0.0372700000,2.6760000
HATS-34 b,,5380.00,4.435000,0.2500,[Fe/H],0.980000,12.0950000,1.43000000,0.94100000,Mass,0.0316600000,1.5552000
HATS-35 b,,6300.00,4.244000,0.2100,[Fe/H],1.433000,11.1180000,1.46400000,1.22200000,Mass,0.0319900000,3.1176000
HATS-36 b,G0 V,5950.00,4.400000,0.1500,[Fe/H],1.100000,12.8090000,1.15264520,3.21600000,Mass,0.0523000000,3.3792000
HATS-37 A b,,5326.00,4.478000,0.0510,[Fe/H],0.877000,9.9470000,0.60600000,0.09900000,Mass,0.0491300000,2.9136000
HATS-38 b,,5732.00,4.301000,-0.1020,[Fe/H],1.105000,10.7680000,0.61400000,0.07400000,Mass,0.0503600000,3.2160000
HATS-39 b,,6572.00,4.158000,0.0000,[Fe/H],1.621000,11.5180000,1.57000000,0.63000000,Mass,0.0600700000,3.7320000
HATS-4 b,G,5403.00,4.510000,0.4300,[Fe/H],0.925000,11.6120000,1.02000000,1.32300000,Mass,0.0362000000,2.5272000
HATS-40 b,,6460.00,3.921000,0.0100,[Fe/H],2.260000,12.1470000,1.58000000,1.59000000,Mass,0.0499700000,5.3304000
HATS-41 b,,6424.00,4.140000,0.4700,[Fe/H],1.710000,11.4980000,1.33000000,9.70000000,Mass,0.0583000000,2.1960000
HATS-42 b,,6060.00,4.201000,0.2200,[Fe/H],1.480000,12.2450000,1.40000000,1.88000000,Mass,0.0368900000,3.2664000
HATS-43 b,,5099.00,4.539000,0.0500,[Fe/H],0.812000,11.5560000,1.18000000,0.26100000,Mass,0.0494400000,2.9884800
HATS-44 b,,5080.00,4.514000,0.3200,[Fe/H],0.847000,12.1880000,1.06700000,0.56000000,Mass,0.0364900000,1.6512000
HATS-45 b,,6450.00,4.305000,0.0200,[Fe/H],1.315000,12.1370000,1.28600000,0.70000000,Mass,0.0551100000,3.0456000
HATS-46 b,,5495.00,4.542000,-0.0600,[Fe/H],0.853000,11.9650000,0.90300000,0.17300000,Mass,0.0536700000,2.4336000
HATS-47 b,,4512.00,4.633000,-0.1130,[Fe/H],0.656400,11.9260000,1.11700000,0.36900000,Mass,0.0426900000,2.0023200
HATS-48 A b,,4546.00,4.590900,0.1860,[Fe/H],0.715200,11.4270000,0.80000000,0.24300000,Mass,0.0376900000,2.3457600
HATS-49 b,,4405.00,4.603600,0.2080,[Fe/H],0.697700,11.9380000,0.76500000,0.35300000,Mass,0.0451500000,2.3460000
HATS-5 b,G,5304.00,4.530000,0.1900,[Fe/H],0.871000,10.7030000,0.91200000,0.23700000,Mass,0.0542000000,2.9856000
HATS-50 b,,5990.00,4.411000,,,1.117000,12.2890000,1.13000000,0.39000000,Mass,0.0504600000,3.0792000
HATS-51 b,,5758.00,4.198000,,,1.440000,10.8670000,1.41000000,0.76800000,Mass,0.0463900000,3.3216000
HATS-52 b,,6010.00,4.445000,-0.2843,[M/H],1.046000,12.1140000,1.38200000,2.24000000,Mass,0.0249800000,2.0904000
HATS-53 b,,5644.00,4.340000,,,1.101000,12.0460000,1.34000000,0.59500000,Mass,0.0475300000,3.5064000
HATS-54 b,G6 V,5621.00,4.200000,0.3700,[Fe/H],1.230000,12.1700000,1.01500000,0.75300000,Mass,0.0370000000,2.4680000
HATS-55 b,,6214.00,4.412100,0.1080,[Fe/H],1.126000,12.0200000,1.25100000,0.92100000,Mass,0.0541200000,2.7837600
HATS-56 b,,6536.00,3.949000,0.1900,[Fe/H],2.201000,10.2510000,1.68800000,0.60200000,Mass,0.0604300000,4.6416000
HATS-57 b,,5587.00,4.484000,0.2680,[Fe/H],0.960000,10.7070000,1.13900000,3.14700000,Mass,0.0349300000,2.4885600
HATS-58 A b,,7175.00,4.292000,,,1.433000,10.2890000,1.09500000,1.03000000,Mass,0.0579800000,3.1800000
HATS-59 b,,5670.00,4.422000,0.1800,[Fe/H],1.036000,12.2380000,1.12600000,0.80600000,Mass,0.0611200000,3.5928000
HATS-6 b,M1 V,3724.00,4.683000,0.2000,[Fe/H],0.570000,11.2240000,0.99800000,0.31900000,Mass,0.0362300000,2.0409600
HATS-60 b,,5688.00,4.148000,0.3350,[Fe/H],1.460000,10.9880000,1.15300000,0.66200000,Mass,0.0470800000,3.8592000
HATS-61 b,,5542.00,4.028000,0.2470,[Fe/H],1.664000,11.4780000,1.19500000,3.40000000,Mass,0.0790800000,5.5296000
HATS-62 b,,5416.00,4.451000,0.1330,[Fe/H],0.933000,12.1090000,1.05500000,0.17900000,Mass,0.0416300000,2.7652800
HATS-63 b,,5627.00,4.349000,0.0810,[Fe/H],1.070000,12.2160000,1.20700000,0.96000000,Mass,0.0402600000,2.4480000
HATS-64 b,,6554.00,3.982000,0.2200,[Fe/H],2.113000,11.7050000,1.67900000,0.96000000,Mass,0.0656200000,5.8056000
HATS-65 b,,6277.00,4.303000,0.1990,[Fe/H],1.310000,11.0950000,1.50100000,0.82100000,Mass,0.0449700000,2.8848000
HATS-66 b,,6626.00,4.057000,-0.0170,[Fe/H],1.841000,12.7610000,1.41100000,5.33000000,Mass,0.0471400000,4.5432000
HATS-67 b,,6594.00,4.278000,0.3320,[Fe/H],1.441000,12.3270000,1.68500000,1.45000000,Mass,0.0303200000,1.9464000
HATS-68 b,,6147.00,4.083000,0.2100,[Fe/H],1.748000,10.9490000,1.23200000,1.29000000,Mass,0.0507100000,3.4200000
HATS-69 b,,5137.00,4.501000,0.3770,[Fe/H],0.878500,11.8750000,0.94500000,0.57700000,Mass,0.0321100000,2.3577600
HATS-7 b,K2,4985.00,4.545000,0.2500,[Fe/H],0.815000,10.9760000,0.56300000,0.12000000,Mass,0.0401200000,2.2992000
HATS-70 b,,7930.00,4.167000,0.0410,[Fe/H],1.881000,12.0400000,1.38400000,12.90000000,Mass,0.0363200000,3.6240000
HATS-71 b,M3 V,3405.00,4.765300,0.1700,[Fe/H],0.478300,11.7270000,1.02400000,0.37000000,Mass,0.0374500000,2.0148000
HATS-72 b,,4656.10,4.585300,0.0990,[Fe/H],0.721400,9.7640000,0.72240000,0.12540000,Mass,0.0665170000,3.0847200
HATS-74 A b,,3776.90,4.696000,0.5140,[Fe/H],0.575800,12.3610000,1.03200000,1.46000000,Mass,0.0238400000,1.6533600
HATS-75 b,,3790.40,4.683100,0.5220,[Fe/H],0.584800,11.5840000,0.88400000,0.49100000,Mass,0.0327420000,1.9125600
HATS-76 b,,4016.00,4.665000,0.3220,[Fe/H],0.625900,12.8120000,1.07900000,2.62900000,Mass,0.0265800000,1.8576000
HATS-77 b,,4071.00,4.638000,0.2530,[Fe/H],0.642800,12.9340000,1.16500000,1.37400000,Mass,0.0360700000,2.2276800
HATS-8 b,,5679.00,4.386000,0.2100,[Fe/H],1.086000,12.6610000,0.87300000,0.13800000,Mass,0.0466700000,3.0312000
HATS-9 b,,5599.00,4.100000,0.3800,[Fe/H],1.560000,11.4790000,1.23561424,0.83700000,Mass,0.0312000000,3.5083200
HD 101581 b,K4/5V,4675.00,4.654000,-0.3430,[Fe/H],0.630000,5.1010000,0.08528875,0.00260000,M-R relationship,0.0460000000,1.7700000
HD 101581 c,K4/5V,4675.00,4.654000,-0.3430,[Fe/H],0.630000,5.1010000,0.08832204,0.00295000,M-R relationship,0.0573000000,1.7600000
HD 106315 b,F5 V,6327.00,4.252000,-0.3110,[Fe/H],1.296000,7.8530000,0.21768222,0.03964383,Mass,0.0907000000,3.7750000
HD 106315 c,F5 V,6327.00,4.252000,-0.3110,[Fe/H],1.296000,7.8530000,0.38808101,0.04782431,Mass,0.1536000000,4.6380000
HD 108236 b,G3 V,5660.00,4.490000,-0.2800,[Fe/H],0.877000,7.6370000,0.14408065,0.01020000,M-R relationship,0.0452700000,2.3840000
HD 108236 c,G3 V,5660.00,4.490000,-0.2800,[Fe/H],0.877000,7.6370000,0.18476224,0.01550000,M-R relationship,0.0620000000,2.8600000
HD 108236 e,G3 V,5660.00,4.490000,-0.2800,[Fe/H],0.877000,7.6370000,0.27504684,0.03060000,M-R relationship,0.1367000000,4.2000000
HD 108236 f,G3 V,5660.00,4.490000,-0.2800,[Fe/H],0.877000,7.6370000,0.17994469,0.01490000,M-R relationship,0.1758000000,3.2700000
HD 110067 b,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.19627119,0.01790274,Mass,0.0793000000,3.0948000
HD 110067 c,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.21304346,0.01982202,Mass,0.1039000000,3.7044000
HD 110067 d,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.25443884,0.02680692,Mass,0.1362000000,3.8177000
HD 110067 e,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.17307551,0.01227077,Mass,0.1785000000,4.8636000
HD 110067 f,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.23204608,0.01585761,Mass,0.2163000000,5.1650000
HD 110067 g,K0.0 V,5266.00,4.540000,-0.2000,[Fe/H],0.788000,6.4920000,0.23258136,0.02642936,Mass,0.2621000000,5.6660000
HD 110082 b,F8 V,6200.00,4.200000,0.0800,[Fe/H],1.190000,8.0020000,0.28548488,0.03250000,M-R relationship,0.1130000000,2.9100000
HD 110113 b,G,5732.00,4.460000,0.1400,[Fe/H],0.968000,8.5020000,0.18288875,0.01431583,Mass,0.0350000000,2.3760000
HD 110113 c,G,5732.00,4.460000,0.1400,[Fe/H],0.968000,8.5020000,0.18858523,0.03303653,Msini,0.0680000000,1.3710857
HD 114082 b,F3 V,6651.00,4.190000,0.0000,[Fe/H],1.490000,7.1630000,1.00000000,8.00000000,Mass,0.5109000000,
HD 118203 b,K0 IV,5742.00,3.920000,0.2870,[Fe/H],2.040000,6.5430000,1.14000000,2.14000000,Mass,0.0713000000,5.6430000
HD 135694 b,,5712.00,4.335000,-0.1210,[Fe/H],1.080000,7.5020000,0.25488491,0.01919275,Mass,0.1246950000,4.4904000
HD 136352 b,G4 V,5664.00,4.390000,-0.2400,[M/H],1.058000,4.1590000,0.14845239,0.01485078,Mass,0.0964000000,3.9350000
HD 136352 c,G4 V,5664.00,4.390000,-0.2400,[M/H],1.058000,4.1590000,0.26014854,0.03536499,Mass,0.1721000000,3.2510000
HD 136352 d,G4 V,5664.00,4.390000,-0.2400,[M/H],1.058000,4.1590000,0.22856672,0.02775082,Mass,0.4250000000,8.8700000
HD 137496 b,G,5799.00,4.050000,-0.0300,[Fe/H],1.590000,8.2440000,0.11687057,0.01271126,Mass,0.0273200000,3.2800000
HD 1397 b,G5 III/IV,5521.00,3.823000,0.2900,[Fe/H],2.336000,5.9880000,1.02600000,0.41500000,Mass,0.1097000000,8.6016000
HD 149026 b,G0,6179.00,4.370000,0.3200,[Fe/H],1.410000,6.8190000,0.74000000,0.38000000,Mass,0.0436400000,3.1400000
HD 152843 b,G0,6310.00,4.190000,-0.1600,[Fe/H],1.430000,7.6290000,0.27210324,0.03089718,Mass,0.1049000000,5.5900000
HD 152843 c,G0,6310.00,4.190000,-0.1600,[Fe/H],1.430000,7.6290000,0.52993222,0.03042522,Mass,0.1482000000,6.5000000
HD 15337 b,K1 V,5131.00,4.480000,0.0300,[Fe/H],0.855000,7.0440000,0.15790910,0.02051107,Mass,0.0524500000,2.5536000
HD 15337 c,K1 V,5131.00,4.480000,0.0300,[Fe/H],0.855000,7.0440000,0.22535501,0.02137002,Mass,0.1235000000,2.2320000
HD 15906 b,K V,4757.00,4.490000,0.0200,[Fe/H],0.762000,7.4590000,0.19983976,0.01780000,M-R relationship,0.0900000000,1.8000000
HD 15906 c,K V,4757.00,4.490000,0.0200,[Fe/H],0.762000,7.4590000,0.26139754,0.02800000,M-R relationship,0.1410000000,2.1900000
HD 17156 b,G5,6046.00,4.184000,0.2080,[Fe/H],1.517000,6.7630000,1.09400000,3.26000000,Mass,0.1632000000,3.1505000
HD 183579 b,G2 V,5784.00,4.450000,-0.0380,[Fe/H],0.960000,7.1500000,0.31135748,0.06418558,Mass,0.1322000000,4.3060000
HD 18599 b,K2 V,5145.00,4.540000,0.0000,[Fe/H],0.767000,6.8830000,0.23195686,0.07582708,Mass,0.0480000000,2.0600000
HD 189733 b,K2 V,5052.00,4.490000,-0.0200,[Fe/H],0.750000,5.5410000,1.13000000,1.13000000,Mass,0.0312600000,1.8233621
HD 191939 b,G9 V,5348.00,4.300000,-0.1500,[Fe/H],0.940000,7.1800000,0.30422035,0.03146352,Mass,0.0804000000,2.9390000
HD 191939 c,G9 V,5348.00,4.300000,-0.1500,[Fe/H],0.940000,7.1800000,0.28503930,0.02517081,Mass,0.1752000000,4.1620000
HD 191939 d,G9 V,5348.00,4.300000,-0.1500,[Fe/H],0.940000,7.1800000,0.26719646,0.00880979,Mass,0.2132000000,5.3600000
HD 202772 A b,,6442.00,3.930000,0.2320,[Fe/H],2.554000,6.9590000,1.62700000,1.01800000,Mass,0.0520800000,5.6731000
HD 20329 b,,5596.00,4.400000,-0.0700,[Fe/H],1.130000,7.1160000,0.15344839,0.02334593,Mass,0.0180000000,1.2600000
HD 207496 b,K2.5 V,4819.00,4.507000,0.0950,[Fe/H],0.769000,5.9670000,0.20073190,0.01919275,Mass,0.0629000000,1.7620000
HD 207897 b,K0 V,5106.00,4.562000,-0.0300,[Fe/H],0.782700,6.3120000,0.20903072,0.04656601,Mass,0.1170000000,2.9048422
HD 209458 b,G0 V,6091.00,4.450000,0.0100,[Fe/H],1.190000,6.3080000,1.39000000,0.73000000,Mass,0.0470700000,3.0720000
HD 213885 b,G,5978.00,4.382700,-0.0400,[Fe/H],1.101100,6.4190000,0.15567847,0.02778215,Mass,0.0201200000,1.4100000
HD 21520 b,,5871.00,4.420000,0.0490,[Fe/H],1.044000,7.7070000,0.24061064,0.05569043,Mass,0.1726000000,4.8850000
HD 21749 c,K4.5,4640.00,4.613000,0.0030,[Fe/H],0.695000,5.3750000,0.07957891,0.01164144,Mass,0.0695000000,2.5150000
HD 219134 b,K3 V,4699.00,4.567000,0.1100,[Fe/H],0.778000,3.2610000,0.14292087,0.01491363,Mass,0.0387600000,0.9450000
HD 219134 c,K3 V,4699.00,4.567000,0.1100,[Fe/H],0.778000,3.2610000,0.13480239,0.01371803,Mass,0.0653000000,1.6600000
HD 219666 b,G5 V,5540.00,4.400000,0.0400,[Fe/H],1.059000,8.1580000,0.43700000,0.05500000,Mass,0.0635600000,2.1580000
HD 221416 b,K0 IV/V,5080.00,3.584000,-0.0800,[Fe/H],2.943000,6.0430000,0.83600000,0.19000000,Mass,0.1228000000,8.5713660
HD 224018 b,G V,5784.00,4.320000,0.0500,[Fe/H],1.147000,8.1450010,0.08118490,0.01290004,Mass,0.0952000000,
HD 224018 c,G V,5784.00,4.320000,0.0500,[Fe/H],1.147000,8.1450010,0.21589831,0.03272206,Mass,0.2170000000,
HD 224018 d,G V,5784.00,4.320000,0.0500,[Fe/H],1.147000,8.1450010,0.21411403,0.01321468,Mass,0.5300000000,
HD 22946 d,F7/F8V,6169.00,4.470000,-0.0800,[Fe/H],1.117000,6.9810000,0.23258136,0.08359857,Mass,0.2958000000,6.4820000
HD 23472 b,K4 V,4684.00,4.530000,-0.2000,[Fe/H],0.710000,7.2070000,0.17842836,0.02617765,Mass,0.1162000000,2.6700000
HD 23472 c,K4 V,4684.00,4.530000,-0.2000,[Fe/H],0.710000,7.2070000,0.16683051,0.01072906,Mass,0.1646000000,2.9400000
HD 23472 d,K4 V,4684.00,4.530000,-0.2000,[Fe/H],0.710000,7.2070000,0.06691063,0.00173049,Mass,0.0429800000,1.9900000
HD 23472 e,K4 V,4684.00,4.530000,-0.2000,[Fe/H],0.710000,7.2070000,0.07297720,0.00226537,Mass,0.0680000000,2.4800000
HD 23472 f,K4 V,4684.00,4.530000,-0.2000,[Fe/H],0.710000,7.2070000,0.10143652,0.00242269,Mass,0.0906000000,2.8200000
HD 235088 b,K V,5075.00,4.550000,-0.0200,[Fe/H],0.772000,7.0840000,0.17682250,0.01305736,Mass,0.0706000000,2.6730000
HD 25463 b,,6353.00,4.227000,-0.0180,[Fe/H],1.418200,5.7060000,0.22708203,0.02737326,Mass,0.0760000000,3.3487071
HD 25463 c,,6353.00,4.227000,-0.0180,[Fe/H],1.418200,5.7060000,0.12164795,0.01352931,Mass,0.0443000000,1.3514496
HD 260655 b,M0 V,3803.00,5.200000,-0.4300,[Fe/H],0.439000,5.8620000,0.11062558,0.00673319,Mass,0.0293300000,1.1500000
HD 260655 c,M0 V,3803.00,5.200000,-0.4300,[Fe/H],0.439000,5.8620000,0.13676533,0.00972223,Mass,0.0474900000,0.9800000
HD 2685 b,,6801.00,4.210000,0.0200,[Fe/H],1.560000,8.5950000,1.44000000,1.17000000,Mass,0.0568000000,4.4050000
HD 28109 b,F8,6189.00,4.250000,0.1000,[Fe/H],1.425000,8.1750000,0.23998614,0.01950738,Mass,0.1357000000,2.6900000
HD 28109 c,F8,6189.00,4.250000,0.1000,[Fe/H],1.425000,8.1750000,0.36845456,0.02894644,Mass,0.3080000000,8.9570000
HD 28109 d,F8,6189.00,4.250000,0.1000,[Fe/H],1.425000,8.1750000,0.27745609,0.01824884,Mass,0.4110000000,10.3200000
HD 3167 b,K0 V,5338.00,4.504000,0.0370,[Fe/H],0.871000,7.0660000,0.14283190,0.01524093,Mass,0.0181400000,1.6360000
HD 3167 c,K0 V,5338.00,4.504000,0.0370,[Fe/H],0.871000,7.0660000,0.26612589,0.03589987,Mass,0.1794000000,4.8780000
HD 332231 b,F8,6128.00,4.296000,0.0430,[Fe/H],1.266000,7.2420000,0.80944319,0.23314467,Mass,0.1450000000,6.1681657
HD 35843 c,,5666.00,4.470000,-0.2700,[Fe/H],0.897000,7.7820000,0.22660401,0.03561670,Mass,0.2500000000,5.8000000
HD 5278 b,F V,6203.00,4.500000,-0.1200,[Fe/H],1.194000,6.6050000,0.21857474,0.02454154,Mass,0.1202000000,4.8000000
HD 56414 b,,8500.00,4.259790,0.0000,[Fe/H],1.751000,8.8230000,0.33098460,0.04180000,M-R relationship,0.2290000000,7.5800000
HD 6061 b,,5934.00,4.441000,-0.0500,[Fe/H],1.007200,7.3920000,0.21657951,0.03146352,Mass,0.0600000000,3.2395980
HD 60779 b,G1 V,6081.00,4.356000,-0.1200,[Fe/H],1.129000,5.7210000,0.28958922,0.04464673,Mass,0.1922000000,2.8220000
HD 63433 b,G5 V,5553.00,4.560000,-0.0700,[Fe/H],0.934000,5.2580000,0.19100000,0.06844888,Mass,0.0720000000,3.2441716
HD 63433 c,G5 V,5553.00,4.560000,-0.0700,[Fe/H],0.934000,5.2580000,0.24000000,0.04889116,Mass,0.1460000000,4.0680000
HD 63433 d,G5 V,5688.00,4.520000,0.0300,[Fe/H],0.912000,5.2580000,0.09572681,0.00394000,M-R relationship,0.0503000000,2.5850000
HD 63935 b,,5513.00,4.445000,0.1070,[Fe/H],0.959800,6.8810000,0.26012646,0.03303669,Mass,0.0830000000,3.7026559
HD 63935 c,,5513.00,4.445000,0.1070,[Fe/H],0.959800,6.8810000,0.27339800,0.03492451,Mass,0.1480000000,5.4205342
HD 73344 b,F6 V,6252.60,4.372000,0.1430,[Fe/H],1.220000,5.5670000,0.25729369,0.03297377,Mass,0.1310000000,3.3040000
HD 73583 b,K4 V,4511.00,4.620000,0.0000,[Fe/H],0.650000,6.9480000,0.24890756,0.03209279,Mass,0.0604000000,2.1430000
HD 73583 c,K4 V,4511.00,4.620000,0.0000,[Fe/H],0.650000,6.9480000,0.21322189,0.03051961,Mass,0.1242000000,3.6700000
HD 77946 b,F5,6007.00,4.276000,0.2150,[Fe/H],1.317400,7.6220000,0.25840541,0.03429524,Mass,0.0730000000,2.9756716
HD 80606 b,G5,5565.00,4.420000,0.3500,[Fe/H],1.050000,7.3160000,1.03200000,4.16410000,Mass,0.4603000000,11.9800000
HD 80653 b,G0 V,5959.00,4.342000,0.2550,[Fe/H],1.199000,8.0180000,0.14461618,0.01765103,Mass,0.0165700000,1.7250000
HD 86226 c,G1 V,5863.00,4.400000,0.0180,[Fe/H],1.053000,6.4630000,0.19270229,0.02281094,Mass,0.0490000000,3.1200000
HD 88986 b,G2 V,5861.00,4.160000,0.0600,[Fe/H],1.543000,4.8840000,0.22214330,0.05411725,Mass,0.5800000000,
HD 89345 b,G5,5576.00,4.016000,0.4210,[Fe/H],1.747000,7.7210000,0.66000000,0.11000000,Mass,0.1066000000,5.7336000
HD 93963 A b,G0 V,5908.00,4.445000,0.1100,[Fe/H],1.031100,7.7760000,0.13110413,0.00880979,Mass,0.0206100000,1.8155952
HD 93963 A c,G0 V,5908.00,4.445000,0.1100,[Fe/H],1.031100,7.7760000,0.27832688,0.05789287,Mass,0.0472600000,2.3643117
HD 95338 b,K0.5 V,5097.00,4.440000,0.0800,[Fe/H],0.868000,6.5910000,0.38110000,0.13500000,Mass,0.2620000000,5.5870000
HD 97658 b,K1 V,5212.00,4.640000,-0.2300,[Fe/H],0.728000,5.7340000,0.18913406,0.02611472,Mass,0.0805000000,2.8488000
HIP 113103 b,,4930.00,4.600000,-0.1000,[M/H],0.742000,7.5570000,0.16317273,0.01260000,M-R relationship,0.0689900000,2.1384000
HIP 113103 c,,4930.00,4.600000,-0.1000,[M/H],0.742000,7.5570000,0.21411403,0.02000000,M-R relationship,0.1047900000,4.2336000
HIP 116454 b,K1,5048.00,4.582000,0.0000,[Fe/H],0.758000,8.0290000,0.22026981,0.03051961,Mass,0.0792000000,2.4310000
HIP 29442 c,,5289.00,4.390000,0.2400,[Fe/H],0.980000,7.5870000,0.13837119,0.01415858,Mass,0.0451800000,2.4290000
HIP 29442 d,,5289.00,4.390000,0.2400,[Fe/H],0.980000,7.5870000,0.13721141,0.01617225,Mass,0.0673000000,3.0800000
HIP 41378 b,F6,6290.00,4.298000,-0.0500,[Fe/H],1.300000,7.7220000,0.23552543,0.02170983,Mass,0.1303000000,5.2600000
HIP 41378 c,F6,6290.00,4.298000,-0.0500,[Fe/H],1.300000,7.7220000,0.24444685,0.01878372,Mass,0.2093000000,3.2200000
HIP 41378 d,F6,6290.00,4.298000,-0.0500,[Fe/H],1.300000,7.7220000,0.32563175,0.02054568,Mass,1.1700000000,12.7100000
HIP 41378 e,F6,6290.00,4.298000,-0.0500,[Fe/H],1.300000,7.7220000,0.46302158,0.02397520,Mass,0.6800000000,13.2000000
HIP 41378 f,F6,6290.00,4.298000,-0.0500,[Fe/H],1.300000,7.7220000,0.84485827,0.07865880,Mass,1.3940000000,18.9000000
HIP 65 A b,K4 V,4590.00,4.611000,0.1800,[Fe/H],0.724200,8.2900000,2.03000000,3.21300000,Mass,0.0178200000,0.7857600
HIP 67522 b,G1 V,5675.00,4.000000,0.0000,[Fe/H],1.380000,8.1640000,0.89100000,0.22500000,M-R relationship,0.0748000000,4.8500000
HIP 67522 c,G1 V,5675.00,4.000000,0.0000,[Fe/H],1.380000,8.1640000,0.70800000,0.15200000,M-R relationship,0.1228000000,5.6600000
HIP 8152 b,,5618.00,4.443000,0.0070,[Fe/H],0.960300,8.4490000,0.22627021,0.02800253,Mass,0.0930000000,2.9954278
HIP 8152 c,,5618.00,4.443000,0.0070,[Fe/H],0.960300,8.4490000,0.22521451,0.03366596,Mass,0.1390000000,4.3834080
HIP 94235 b,G V,5991.00,4.460000,0.0000,[M/H],1.080000,6.8810000,0.26764253,1.19246736,Mass,0.0787000000,2.4700000
HIP 9618 b,,5649.00,4.445000,-0.0180,[Fe/H],0.959300,7.5590000,0.34154589,0.02611472,Mass,0.1450000000,4.9427299
HIP 9618 c,,5649.00,4.445000,-0.0180,[Fe/H],0.959300,7.5590000,0.30587610,0.02202446,Mass,0.2690000000,6.5715569
HIP 97166 b,K0 V,5216.00,4.557000,0.2480,[Fe/H],0.841800,7.9230000,0.22126310,0.06009532,Mass,0.0910000000,1.5329366
HR 858 b,F6 V,6354.00,4.300000,0.0250,[Fe/H],1.258000,5.1490000,0.17878521,0.01116955,Mass,0.0488800000,2.7050000
HR 858 c,F6 V,6354.00,4.300000,0.0250,[Fe/H],1.258000,5.1490000,0.17655486,0.01195614,Mass,0.0687000000,2.8430000
HR 858 d,F6 V,6354.00,4.300000,0.0250,[Fe/H],1.258000,5.1490000,0.17851757,0.02233910,Mass,0.1046000000,3.4700000
IRAS 04125+2902 b,,4080.00,3.846890,,,1.450000,9.3760000,0.95800000,0.25400000,M-R relationship,0.0770000000,5.9950000
K2-10 b,F9,5533.00,4.470000,-0.0700,[Fe/H],0.956000,10.6450000,0.33660509,0.07928807,Mass,0.1370000000,3.8064000
K2-100 b,G0 V,5945.00,4.330000,0.2200,[Fe/H],1.240000,9.1820000,0.34615101,0.06859047,Mass,0.0301000000,1.6056000
K2-101 b,K3,4927.00,4.590000,0.0700,[Fe/H],0.760000,10.5360000,0.17842836,0.01470000,M-R relationship,0.1124000000,3.3360000
K2-104 b,M2.5e,3712.00,4.780000,0.1800,[Fe/H],0.480000,12.0140000,0.15969338,0.01210000,M-R relationship,0.0242000000,1.5840000
K2-105 b,K1,5373.00,4.450000,0.2200,[Fe/H],0.905000,10.0910000,0.30332821,0.04845382,Mass,0.0796000000,3.4300000
K2-107 b,F9 IV,6061.00,4.040000,0.1400,[Fe/H],1.810000,11.2100000,1.42564011,0.84000000,Mass,0.0475000000,3.2232000
K2-108 b,,5599.00,4.020000,0.3600,[Fe/H],1.760000,10.5610000,0.47551075,0.18689236,Mass,0.0581000000,3.5496000
K2-11 b,G8,5433.00,4.560000,-0.1200,[Fe/H],5.150000,11.3470000,0.67356588,0.14000000,M-R relationship,0.2257000000,5.8080000
K2-110 b,K3 V,5010.00,4.610000,-0.3400,[Fe/H],0.713000,9.6070000,0.23124315,0.05002699,Mass,0.1020700000,3.2200000
K2-111 b,G2,5775.00,4.250000,-0.4600,[Fe/H],1.250000,9.3770000,0.16388645,0.01683298,Mass,0.0565000000,3.2362000
K2-113 b,G,5660.00,4.270000,0.2700,[Fe/H],1.240000,11.9490000,1.08305826,1.29000000,Mass,0.0642000000,3.0744000
K2-114 b,,4899.00,4.534000,0.4200,[Fe/H],0.832000,12.3040000,0.94500000,2.01000000,Mass,0.0944000000,3.9696000
K2-115 b,G4,5870.00,4.538000,-0.1980,[Fe/H],0.855000,11.7240000,1.05300000,1.01000000,Mass,0.1415000000,3.8736000
K2-116 b,,4348.35,4.640000,0.0100,[Fe/H],0.669400,7.8750000,0.06155768,0.00080900,M-R relationship,0.0480000000,1.8900000
K2-117 b,M1.0 V,3778.00,4.750000,-0.0500,[Fe/H],0.510000,10.5890000,0.18110447,0.01500000,M-R relationship,0.0189000000,1.1520000
